DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr5,DFr5,PFr6,DFr6,year
75.5,39,48.5,216,85.6,18,73,48,48.8,24,28.17,18,16.22,7,R103,10.45,78,156,65.23,138,62.9,136,61.84,,,,,,,2021
75.5,39,49.5,216,85.6,18,73,48,48.8,24,28.17,40,19.75,11,R104,8.49,46,204,74.66,,,,,,,,,,,2021
75.5,39,50.5,216,85.6,18,73,48,48.8,24,28.17,40,19.75,15,R105,8.24,57,161,67.65,110,58.7,117,60.72,,,,,,,2021
75,42,35.5,90.5,56.6,6.5,25.5,28,,,,,,,R1,7.9,75.5,116,61.72,,,,,,,,,,,2022
75,42,35.5,90.5,56.6,6.5,25.5,34.5,,,,,,,R2,4.7,35,,,,,,,,,,,,,2022
75,42,35.5,90.5,56.6,6.5,25.5,44,,,,,,,R3,5.2,35,,,,,,,,,,,,,2022
75,42,35.5,90.5,56.6,7,11.2,1.7,,,,,,,R4,3.9,24,,,,,,,,,,,,,2022
75,42,35.5,90.5,56.6,7,11.2,10.2,,,,,,,R5,4.4,25.5,91,55.5,107,57.2,,,,,,,,,2022
75,42,35.5,90.5,56.6,7,11.2,20.5,,,,,,,R6,3.7,25,133,63.3,,,,,,,,,,,2022
75,42,35.5,90.5,56.6,7,11.2,34,,,,,,,R7,4,23,76,52.31,97,57.49,,,,,,,,,2022
75,42,35.5,91,51.6,16,15,25,10.5,5.5,,,,,R8,5.6,41.5,96,53.46,99,55.43,,,,,,,,,2022
75,42,35.5,91,51.6,16,15,25,10.5,25.9,,,,,R9,3.1,20.1,123,57.3,,,,,,,,,,,2022
75,42,35.5,91,51.6,16,15,25,10.5,29.9,,,,,R10,4.3,38.7,110,58.5,,,,,,,,,,,2022
75,42,35.5,91,51.6,22,19.5,7,14.5,19.5,,,,,R11,4.5,46,59,45.4,53,45.86,94,54.52,,,,,,,2022
75,42,35.5,91,51.6,22,19.5,7,14.5,30.8,,,,,R12,3.9,15,80,51.68,79,53.49,,,,,,,,,2022
75,42,35.5,91,51.6,22,19.5,7,14.5,39.3,,,,,R13,3.8,27.5,76,54.4,50,45.95,,,,,,,,,2022
75,42,35.5,156.5,53.9,13.5,22.2,2.5,9.3,10,,,,,R14,3.6,17.5,81,54.6,,,,,,,,,,,2022
75,42,35.5,156.5,53.9,13.5,22.2,2.5,9.3,20.8,,,,,R15,3.7,20,,,,,,,,,,,,,2022
75,42,35.5,156.5,53.9,13.5,22.2,6.5,11.5,58.5,,,,,R16,11.5,58.5,133,64.51,,,,,,,,,,,2022
75,42,35.5,156.5,53.9,13.5,22.2,10.5,13.3,3,,,,,R17,3.3,21.5,87,55.79,136,64.96,,,,,,,,,2022
75,42,35.5,196.5,90,11,61.5,5.5,29.8,3,20.8,14.5,,,R18,10.5,75,128,62.16,129,63.07,,,,,,,,,2022
75,42,35.5,196.5,90,11,61.5,5.5,29.8,3,20.8,39.8,,,R19,5.7,56.5,156,65.17,100,54.66,90,54.9,,,,,,,2022
75,42,35.5,196.5,90,11,61.5,5.5,29.8,3,20.8,43.6,,,R20,5.9,34.5,99,57.05,107,57.2,,,,,,,,,2022
75,42,35.5,196.5,90,11,61.5,5.5,29.8,6,11,0.5,,,R21,5.8,49.5,133,63.12,,,,,,,,,,,2022
75,42,35.5,196.5,90,11,61.5,5.5,29.8,17.5,17.5,12.5,,,R22,5.3,34.5,82,55.57,128,63.63,109,57.21,,,,,,,2022
75,42,35.5,196.5,90,11,61.5,5.5,29.8,17.5,17.5,14.9,,,R23,4.5,29.5,124,61.78,,,,,,,,,,,2022
75,42,35.5,196.5,90,11,61.5,5.5,29.8,17.5,17.5,20.9,,,R24,4.8,22.5,123,62.22,144,56.8,178,66.55,,,,,,,2022
75,42,35.5,196.5,90,11.5,47.3,27.5,11.8,5,,,,,R25,4,22.7,90,56.39,,,,,,,,,,,2022
75,42,35.5,196.5,90,21,80,0,,,,,,,R26,6.3,57,109,60.5,128,60.48,76,53.94,,,,,,,2022
75,42,35.5,196.5,90,21,80,2,,,,,,,R27,13,138,120,59.2,105,56.7,106,56.49,110,58.36,,,,,2022
75,42,35.5,196.5,90,51,63.7,6,29.6,12.7,,,,,R28,4.8,27.5,108,61.28,130,59.34,,,,,,,,,2022
75,42,35.5,196.5,90,51,63.7,8.5,44.4,14.7,,,,,R29,5.4,38.5,148,65.08,115,58.25,,,,,,,,,2022
75,42,35.5,196.5,90,51,63.7,8.5,44.4,27.9,28.7,25.3,,,R30,8.6,72.5,79,48.01,136,62.86,112,61.82,,,,,,,2022
75,42,35.5,196.5,90,51,63.7,8.5,44.4,27.9,28.7,48.8,,,R31,7.2,32.5,180,70.41,87,57.29,60,44.99,,,,,,,2022
75,42,35.5,196.5,90,51,63.7,8.5,44.4,27.9,28.7,57.8,,,R32,9.2,78.5,142,63.75,146,63.74,179,66.38,,,,,,,2022
75,42,35.5,196.5,90,51,63.7,8.5,44.4,55.4,20.4,15.8,,,R33,7,44.5,154,67.31,145,61.51,156,63.74,,,,,,,2022
75,42,35.5,196.5,90,51,63.7,8.5,44.4,55.4,20.4,33.3,,,R34,5.6,29.5,117,58.73,70,48.55,,,,,,,,,2022
75,42,35.5,196.5,90,51,64.7,8.5,45.4,55.4,20.4,37.8,,,R35,5.1,23,,,,,,,,,,,,,2022
75,42,35.5,196.5,90,51,65.7,8.5,46.4,55.4,20.4,41.3,,,R36,6.4,46.2,,,,,,,,,,,,,2022
75,38,37,36,51.9,4,29.7,0,,,,,,,R37,4.9,36.5,59,47.85,111,59.62,,,,,,,,,2022
75,38,37,36,51.9,4,29.7,15.3,,,,,,,R38,9.1,117.7,59,48.38,125,61.84,95,53.03,,,,,,,2022
75,38,37,36,51.9,4,29.7,36.3,11.7,1.2,,,,,R39,7,73,47,44.7,105,59.5,108,57.72,,,,,,,2022
75,38,37,36,51.9,4,29.7,45.5,,,,,,,R40,6,67,112,59.78,130,62.14,,,,,,,,,2022
75,38,37,36,51.9,4,29.7,55.5,,,,,,,R41,6.2,32,129,60.02,,,,,,,,,,,2022
75,38,37,36,51.9,4,29.7,63.5,,,,,,,R42,9.5,104.5,76,50.13,62,47.46,142,66.03,107,56.03,,,,,2022
75,38,37,36,51.9,4,29.7,87.1,,,,,,,R43,4.5,36,,,,,,,,,,,,,2022
75,38,37,36,51.9,4,29.7,90.6,,,,,,,R44,5.8,51,109,59.83,95,55.55,,,,,,,,,2022
75,38,37,198,100,3.5,86.4,7.5,,,,,,,R45,4.5,24,,,,,,,,,,,,,2022
75,38,37,198,100,3.5,86.4,7.5,35.2,2,,,,,R46,7.5,45.2,,,,,,,,,,,,,2022
75,38,37,198,100,3.5,86.4,7.5,35.2,107,13.3,4,7.5,5.5,R47,5.4,29,,,,,,,,,,,,,2022
75,38,37,198,100,3.5,86.4,24,28.4,6.5,9.2,1,,,R48,5.4,41,,,,,,,,,,,,,2022
75,38,37,198,100,3.5,86.4,73.5,56.7,28,,,,,R49,8.5,67.5,,,,,,,,,,,,,2022
75,38,37,198,100,3.5,86.4,73.5,56.7,30.5,22.3,4.7,9.6,10,R50,5.5,46,,,,,,,,,,,,,2022
75,38,37,198,100,3.5,86.4,73.5,56.7,32.3,23.1,0,10.4,9,R51,6.3,43,,,,,,,,,,,,,2022
75,43,42,71,77.8,0,29.4,8.6,,,,,,,R52,9,38.5,160,68.2,,,,,,,,,,,2022
75,43,42,71,77.8,0,29.4,14.9,13.1,27.5,,,,,R53,4.5,30.6,46,42.63,,,,,,,,,,,2022
75,43,42,71,77.8,0,29.4,14.9,13.1,32.5,,,,,R54,4.6,40,103,57.16,,,,,,,,,,,2022
75,43,42,98.3,71.3,4,18.4,11,,,,,,,R55,5.4,20.2,97,55.76,,,,,,,,,,,2022
75,43,42,98.3,71.3,4,18.4,19.3,,,,,,,R56,6.5,29.5,108,57.23,,,,,,,,,,,2022
75,43,42,98.3,71.3,4,18.4,30.9,,,,,,,R57,4.9,21,,,,,,,,,,,,,2022
75,43,42,116.3,56.8,3.5,20.5,11.8,,,,,,,R58,6.7,75.5,132,63.71,,,,,,,,,,,2022
75,43,42,116.3,56.8,21.8,,,,,,,,,R59,5.5,28,164,68.92,,,,,,,,,,,2022
75,43,42,116.3,56.8,58.1,,,,,,,,,R60,5.8,28,,,,,,,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,41,53.6,54,,,,,R61,10.1,85.5,88,57.72,106,55.84,,,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,41,53.6,73.5,,,,,R62,12,91.5,184,71.1,140,63.7,135,63.73,101,56.37,,,,,2022
75,43,42,138.3,100.7,0,72.9,41,53.6,78.2,,,,,R63,5.8,51.5,119,57.27,108,59.06,,,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,41,53.6,81.4,,,,,R64,9.2,76.7,165,69.25,56,46.31,106,53.28,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,41,53.6,85.2,,,,,R65,6.5,60,138,65.26,107,58.71,,,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,41,53.6,89.7,,,,,R66,8.2,60,166,67.58,153,66.56,91,54.25,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,41,53.6,92.2,,,,,R67,12.6,83,119,62.78,174,71.28,,,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,109.5,20.6,1.3,,,,,R68,9.9,90,174,66.4,146,66.01,141,67.55,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,114,21.2,11.5,14.8,8.6,,,R69,9.3,76.5,119,58.01,128,57.16,  ,,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,114,21.2,11.5,14.8,15.1,,,R70,7.7,64.3,162,67.71,,,,,,,,,,,2022
75,43,42,138.3,100.7,0,72.9,114,21.2,11.5,14.8,23.9,,,R71,7,54.2,150,59.94,188,69.14,178,70.32,,,,,,,2022
75,43,42,138.3,100.7,10,,,,,,,,,R72,4.9,37,123,62.2,55,46.63,,,,,,,,,2022
75,43,42,138.3,100.7,46,37.4,11,,,,,,,R73,7.4,61.5,59,50.14,131,64.04,,,,,,,,,2022
75,43,42,138.3,100.7,46,37.4,16.8,13,1.5,,,,,R74,9.2,82.5,90,56.59,99,57.5,138,63.23,,,,,,,2022
75,43,42,138.3,100.7,101,10.5,4,,,,,,,R75,6.2,66,150,67.62,,,,,,,,,,,2022
75,43,42,138.3,100.7,109,61.5,7.5,41.6,15,,,,,R76,6.6,37.2,149,62.4,,,,,,,,,,,2022
75,43,42,138.3,100.7,109,61.5,7.5,41.6,29,,,,,R77,5.2,23,184,69.47,133,64.18,147,66.09,,,,,,,2022
75,43,42,138.3,100.7,109,61.5,7.5,41.6,40.5,,,,,R78,6.6,45,,,,,,,,,,,,,2022
75,43,42,138.3,100.7,109,61.5,7.5,41.6,53,,,,,R79,8.3,75,81,54.08,79,50.42,64,50.44,,,,,,,2022
75,43,42,138.3,100.7,109,61.5,7.5,41.6,58,,,,,R80,6,42.5,126,59.76,156,66.11,125,56.79,,,,,,,2022
75,43,42,138.3,100.7,118.3,34.4,0,15.2,1,,,,,R81,5.4,26,113,60.53,,,,,,,,,,,2022
75,43,42,138.3,100.7,127.3,37,24.6,,,,,,,R82,5.7,20,112,67.58,116,68.26,,,,,,,,,2022
75,43,42,138.3,100.7,127.3,37,51.6,,,,,,,R83,6.3,43.5,148,66.36,143,61.59,127,59.45,,,,,,,2022
75,43,42,138.3,100.7,127.3,37,71.6,,,,,,,R84,8.3,46,146,61.55,121,62.25,,,,,,,,,2022
75,43,42,138.3,100.7,127.3,37,74.6,,,,,,,R85,6.5,31,83,52.75,115,58.38,109,58.63,152,65.63,,,,,2022
75,43,42,138.3,100.7,143.5,47.4,1.5,,,,,,,R86,8.8,70.3,166,63,,,,,,,,,,,2022
75,43,42,138.3,100.7,143.5,47.4,15.5,19.2,9,,,,,R87,6.6,40.5,169,67.73,131,63.44,,,,,,,,,2022
75,43,42,138.3,100.7,143.5,47.4,15.5,19.2,34.5,,,,,R88,10,84.8,69,49.73,132,61.77,128,62.4,143,64.95,,,,,2022
75,43,42,138.3,100.7,143.5,47.4,15.5,19.2,37.5,,,,,R89,12,81.5,168,68.09,134,62.47,138,63.18,,,,,,,2022
75,43,42,138.3,100.7,151,40.5,19,,,,,,,R90,6.1,51,120,57.44,110,59.61,165,67.13,140,64.62,,,,,2022
75,43,42,138.3,100.7,151,40.5,36.2,,,,,,,R91,5.2,31,,,,,,,,,,,,,2022
75,43,42,138.3,100.7,151,40.5,40.2,,,,,,,R92,8.1,46,150,66.29,154,66.28,,,,,,,,,2022
75,43,42,138.3,100.7,151,40.5,43.2,,,,,,,R93,8.6,52,103,55.28,81,50.11,,,,,,,,,2022
75,43,42,138.3,100.7,151.5,56.6,31.7,44.2,11,34.9,7.7,,,R94,7.8,34,155,63.25,141,64.62,42,68.46,,,,,,,2022
75,43,42,138.3,100.7,151.5,56.6,31.7,44.2,11,34.9,10.7,,,R95,9.3,55,140,64.62,94,58.19,,,,,,,,,2022
75,43,42,138.3,100.7,151.5,56.6,31.7,44.2,11,34.9,27.7,,,R96,10.4,74,127,57.43,99,56.72,117,57.22,,,,,,,2022
75,43,42,138.3,100.7,151.5,56.6,31.7,44.2,11,34.9,30.9,,,R97,8.5,41,108,58.84,108,63.34,165,63.38,,,,,,,2022
75,43,42,138.3,100.7,151.5,56.6,31.7,44.2,17,21.4,3.3,,,R98,11.7,77,158,61.77,116,59.13,111,59.72,72,50.7,174,67.42,,,2022
75,43,42,184.3,72,45,60,6.5,62.4,5,23.1,4.5,,,R99,7.6,43.5,154,63.88,122,61.37,,,,,,,,,2022
75,43,42,184.3,72,45,60,6.5,62.4,29,26.8,8.2,,,R100,6.5,34.5,149,63.31,145,56.33,154,65.96,,,,,,,2022
75,43,42,184.3,72,45,60,6.5,62.4,29,26.8,9.2,14.4,4.5,R101,5.1,50.5,179,67.03,,,,,,,,,,,2022
75,43,42,184.3,72,45,60,6.5,62.4,29,26.8,17.7,10.6,7.5,R102,4.6,20,111,60.38,,,,,,,,,,,2022
75,34,41,109.5,53.5,1.5,14,99.7,,,,,,,R103,5,32,139,63.07,,,,,,,,,,,2022
75,34,41,109.5,53.5,1.5,14,106.5,,,,,,,R104,5.4,43.7,,,,,,,,,,,,,2022
75,34,41,129.5,59,9.5,18.6,24.5,,,,,,,R105,5.5,37.5,122,55.15,,,,,,,,,,,2022
75,34,41,129.5,59,9.5,18.6,41.5,,,,,,,R106,6,32,92,52.87,135,61.52,,,,,,,,,2022
75,34,41,129.5,59,9.5,18.6,52.5,,,,,,,R107,6.5,73.4,111,54.03,145,61.52,163,66.21,,,,,,,2022
75,34,41,129.5,59,9.5,18.6,65.7,,,,,,,R108,4.4,36,131,59.68,,,,,,,,,,,2022
75,34,41,129.5,59,31,18.9,9,,,,,,,R109,4.9,40.2,80,49.85,128,61.23,,,,,,,,,2022
75,34,41,129.5,59,51.9,,,,,,,,,R110,12.6,90.5,157,67.53,122,56.9,,,,,,,,,2022
75,34,41,151.5,94.9,13.5,20,4.7,10,9.4,,,,,R111,4.8,20,,,,,,,,,,,,,2022
75,34,41,151.5,94.9,19,13.8,2.5,,,,,,,R112,7,36.6,145,64.49,112,56.44,,,,,,,,,2022
75,34,41,217,122.1,10,81.7,42,26,3,15.2,7,,,R113,7.4,78.5,79,50.84,149,62.63,103,55.26,,,,,,,2022
75,34,41,217,122.1,10,81.7,42,26,3,15.2,20.8,,,R114,5.4,37.4,143,60.15,,,,,,,,,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,13,18.1,6.5,,,R115,7.3,62.5,63,47.63,132,64.79,125,60.51,,,,,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,13,18.1,10,,,R116,12.2,85.1,112,64.49,74,50.42,171,68.44,,,,,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,13,18.1,15,12.4,7.4,R117,6,49,172,67.37,178,69.59,145,60.52,134,62.49,100,52.64,158,52.42,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,14.3,,,,,R118,8.6,84,79,54.43,131,65.82,87,53.4,126,59.98,114,59.76,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,29.8,23.8,1,,,R119,9.5,72,119,60.34,147,67.87,133,63.72,115,60.56,100,56.1,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,67.8,32.4,9,30.9,3.7,R120,5.5,27.3,163,66.59,,,,,,,,,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,67.8,32.4,9,30.9,15.3,R121,6.4,42.5,121,59.18,114,58.28,,,,,,,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,67.8,32.4,9,30.9,24.8,R122,7.4,62.4,82,53.15,100,55.4,152,66.82,111,60.15,,,,,2022
75,34,41,217,122.1,40.5,64.6,41,53.8,67.8,32.4,9,30.9,37.3,R123,7.4,65.4,148,64.25,100,59.19,110,59.91,72,46.91,,,,,2022
75,34,41,217,122.1,40.5,64.6,45,,,,,,,R124,7.6,53.5,137,64.08,101,58,116,59.51,144,64.82,,,,,2022
75,34,41,218,90.8,47.5,65,5,62.9,3,30,5.6,,,R125,6.4,37.6,126,62.75,,,,,,,,,,,2022
75,34,41,218,90.8,47.5,65,5,62.9,3,30,25.1,,,R126,5.6,37,72,50.65,176,66.99,87,54.23,,,,,,,2022
75,34,41,218,90.8,47.5,65,20,11.2,8.8,,,,,R127,5,27,170,69.4,153,67.18,,,,,,,,,2022
75,34,41,218,90.8,47.5,65,71.5,41.5,4,15.7,3.7,,,R128,8.7,76.5,119,63.16,169,68.15,,,,,,,,,2022
75,34,41,218,90.8,47.5,65,71.5,41.5,4,15.7,7,,,R129,6.5,52,159,66.76,,,,,,,,,,,2022
75,34,41,218,90.8,47.5,65,71.5,41.5,4,15.7,14.2,,,R130,6.1,45.6,148,64.45,92,54.02,,,,,,,,,2022
75,34,41,218,90.8,47.5,65,71.5,41.5,14.2,12.6,12,,,R131,7.4,56.5,154,66.2,159,64.64,153,66.48,156,65.41,,,,,2022
75,34,41,218,90.8,49.5,76.4,21,28,2,,,,,R132,5.1,29,140,58.65,151,61.05,150,60.57,,,,,,,2022
75,34,41,218,90.8,49.5,76.4,54.3,31.8,2,,,,,R133,9.6,60,183,63.31,108,58.62,94,51.26,197,72.76,,,,,2022
75,34,41,218,90.8,49.5,76.4,54.3,31.8,8.7,30.8,1.8,,,R134,6.5,30.3,,,,,,,,,,,,,2022
75,34,41,218,90.8,49.5,76.4,54.3,31.8,8.7,30.8,14.8,,,R135,12.7,72.5,161,68.05,176,71.32,163,65.37,,,,,,,2022
73,72,63.2,41,81.3,10,,,,,,,,,R1,6.5,81,453,47.2,47,45.46,75,54.18,102,57.45,,,,,2022
73,72,63.2,41,81.3,16,29.8,3,,,,,,,R2,6.8,68,120,59.35,121,64.12,84,57.2,,,,,,,2022
73,72,63.2,41,81.3,16,29.8,28,,,,,,,R3,5.5,24,,,,,,,,,,,,,2022
73,72,63.2,41,81.3,16,29.8,32.3,,,,,,,R4,4.7,23,118,52.05,103,58.48,,,,,,,,,2022
73,72,63.2,41,81.3,16,29.8,36.3,,,,,,,R5,6.7,64,170,68.25,114,59.6,79,53.45,62,51.07,,,,,2022
73,72,91.2,41,87,65.2,85.8,8,50.8,12,,,,,R6,6.3,45.2,75,49.22,50,45.25,84,54.67,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,8,50.8,22,,,,,R7,5.8,42,,,,,,,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,8,50.8,46.2,15.3,6,,,R8,4.9,39.3,78,44.03,,,,,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,8,50.8,46.2,15.3,9.2,,,R9,4.1,20,117,53.53,,,,,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,8,50.8,46.2,15.3,18.2,,,R10,4.7,23,,,,,,,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,8,50.8,50.2,33.9,19,,,R11,8.9,69,185,68.64,180,67.42,187,68.61,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,30,37,4,,,,,R12,5.7,21,213,70.91,,,,,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,43.2,32.8,12.5,24.4,10.7,,,R13,9.3,89,178,67.33,180,69.75,103,49.24,119,64.52,165,65.79,97,54.68,2022
73,72,91.2,41,87,65.2,85.8,43.2,32.8,12.5,24.4,21,,,R14,12.8,106,114,58.35,97,53.46,186,69.32,162,66.27,142,60.53,164,64.18,2022
73,72,91.2,41,87,65.2,85.8,43.2,32.8,12.5,24.4,30.2,,,R15,12.3,79,175,63.08,148,61.76,130,57.81,127,60.44,99,52.05,,,2022
73,72,91.2,41,87,65.2,85.8,63.2,,,,,,,R16,5.5,26,120,58.99,,,,,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,80.2,,,,,,,R17,10.1,74,144,62.17,128,60.66,100,53.91,129,58.97,94,52.05,,,2022
73,72,91.2,41,87,65.2,85.8,85.2,10.5,1.6,,,,,R18,8.3,51,212,72.39,122,56.34,132,60.04,24,61.25,,,,,2022
73,72,91.2,41,87,65.2,85.8,97.5,40.3,5,,,,,R19,11.8,107,168,64.33,114,57.83,180,67.07,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,97.5,40.3,19,,,,,R20,7.9,80,151,63.28,87,46.25,124,57.48,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,107,41.9,16.3,12.7,2,,,R21,8.2,84,104,50.57,102,48.26,209,72.34,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,107,41.9,30.3,12.7,14,,,R22,8.8,69,143,62.33,157,63.65,,,,,,,,,2022
73,72,91.2,41,87,65.2,85.8,107,41.9,30.3,12.7,17,,,R23,10.5,82,158,64.99,149,60.19,,,,,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,4,10.5,10,,,,,R24,6.2,31,101,54.43,95,55.01,114,60.37,,,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,4,10.5,17.5,,,,,R25,5,35,121,57.33,94,52.31,111,56.06,,,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,4,10.5,22.5,,,,,R26,5.3,25,,,,,,,,,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,14.2,11.9,8,,,,,R27,4.7,37,,,,,,,,,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,14.2,11.9,20,,,,,R28,6.4,61,67,52.02,67,47.72,68,50.9,103,57.8,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,17.2,16,8,10.9,2.7,,,R29,7.1,64,95,58.17,119,61.7,94,58.46,85,55.65,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,17.2,16,8,10.9,11.7,,,R30,6.3,62,114,51.01,119,59.57,93,57.07,,,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,17.2,16,12.5,14.6,2,,,R31,7.1,64,96,98.55,163,67.18,173,68.29,85,54.68,,,,,2022
73,72,124.2,41,43.6,3.5,21.7,17.2,16,12.5,14.6,10,,,R32,9,107,109,59.87,114,60.02,90,56.18,111,61.62,,,,,2022
73,72,192.2,41,45.1,14,41.9,3,23.7,11,13.8,7,,,R33,9.1,113,159,63.78,136,58.49,135,60.36,129,62.41,106,59.7,103,59.53,2022
73,72,192.2,41,45.1,14,41.9,5,17.5,5.5,,,,,R34,8.3,55,150,66.02,141,63.64,114,57.93,142,64.84,,,,,2022
73,72,192.2,41,45.1,14,41.9,7,18.5,19.5,10.7,3,,,R35,6.1,51,74,51.28,114,58.82,90,55.34,63,50.84,,,,,2022
73,72,192.2,41,45.1,14,41.9,9,19.5,23.5,,,,,R36,6.8,29,73,51.54,,,,,,,,,,,2022
73,72,192.2,41,45.1,108,15.6,12,,,,,,,R37,9.6,85,175,70.95,152,64.54,122,60.68,139,63.68,,,,,2022
73,72,192.2,41,45.1,117,23.1,5,,,,,,,R38,8.7,67,167,65.69,80,56.02,136,61.24,63,48.26,,,,,2022
73,72,207.2,41,79.1,29,86.4,24,44.4,11.5,27.6,3,,,R39,9.7,61,137,65.45,175,66.16,142,64.25,116,62.31,104,59.42,,,2022
73,72,207.2,41,79.1,29,86.4,24,44.4,11.5,27.6,12,,,R40,12.5,98,143,63.17,93,55.71,77,52.87,,,,,,,2022
73,72,207.2,41,79.1,29,86.4,24,44.4,11.5,27.6,14.7,,,R41,10.1,45,150,66.55,109,58.85,,,,,,,,,2022
73,72,215.2,41,59.8,0,16,20,,,,,,,R42,8.1,67,78,52.41,132,61.03,121,62.26,120,61.33,,,,,2022
73,72,215.2,41,59.8,0,16,27,,,,,,,R43,4.8,28,160,66.24,85,56.29,59,47.73,,,,,,,2022
73,72,215.2,41,59.8,34,,,,,,,,,R44,7.5,65,135,62.54,120,62.16,109,61.24,,,,,,,2022
73,72,215.2,41,59.8,47.5,,,,,,,,,R45,6.4,50,76,25,90,54.48,70,51.27,,,,,,,2022
73,72,215.2,41,59.8,50.5,,,,,,,,,R46,5,34,124,61.7,59,47.62,,,,,,,,,2022
73,72,215.2,41,59.8,61.5,,,,,,,,,R47,5.6,29,99,56.22,117,56.7,,,,,,,,,2022
73,72,215.2,41,59.8,65,,,,,,,,,R48,5.3,22,72,49.78,89,50.23,,,,,,,,,2022
73,72,215.2,41,59.8,81,,,,,,,,,R49,5.8,41,,,,,,,,,,,,,2022
73,72,215.2,41,59.8,90.7,,,,,,,,,R50,10.8,80,120,57.34,160,67.95,133,64.09,,,,,,,2022
73,72,219.2,41,65,94,20.4,12,,,,,,,R51,7.7,49,189,70.92,131,62.2,180,64.98,,,,,,,2022
73,72,219.2,41,65,94,20.4,22,,,,,,,R52,4.7,30,107,56.86,74,52.6,,,,,,,,,2022
73,72,219.2,41,65,94,20.4,40,,,,,,,R53,8.6,55,137,63.68,80,53.07,101,54.76,,,,,,,2022
73,72,219.2,41,65,97,24.2,6.3,,,,,,,R54,7,34,101,54.79,,,,,,,,,,,2022
73,72,219.2,41,65,97,24.2,15.3,,,,,,,R55,5,20,98,56.27,153,65.95,,,,,,,,,2022
73,72,219.2,41,65,97,24.2,28.3,,,,,,,R56,6.9,52,107,52.36,117,59.87,151,66.69,127,60.41,,,,,2022
73,72,219.2,41,65,100,,,,,,,,,R57,13.2,75,139,63.61,150,65.88,131,54.84,,,,,,,2022
73,58,106,36.2,77,4,29.5,10,15.7,6.5,,,,,R58,9.7,105,160,66.44,112,61.08,96,52.85,,,,,,,2022
73,58,106,36.2,77,4,29.5,10,15.7,17.7,,,,,R59,8.2,94,208,71.79,80,49.22,115,56.19,140,64.71,,,,,2022
73,58,106,36.2,77,4,29.5,10,15.7,24.7,,,,,R60,5.5,51,113,55.96,174,68.82,,,,,,,,,2022
73,58,106,36.2,77,16,40.2,14.5,28.6,4.3,16.5,26.2,,,R61,7.8,67,148,65.58,156,68,,,,,,,,,2022
73,58,106,36.2,77,16,40.2,14.5,28.6,4.3,16.5,45.5,,,R62,6.8,58,147,59.31,90,54.67,,,,,,,,,2022
73,58,106,36.2,77,16,40.2,14.5,28.6,35.3,,,,,R63,7.5,83,117,59.51,183,70.38,82,51.61,135,63.9,72,48.3,,,2022
73,58,106,36.2,77,16,40.2,14.5,28.6,41.5,,,,,R64,6.5,52,105,60.87,67,48.06,75,50.65,,,,,,,2022
73,58,106,36.2,77,16,40.2,14.5,28.6,47,,,,,R65,6.2,46,68,51.36,85,52.52,60,49.49,111,58.94,,,,,2022
73,58,243,36.2,84.2,16,44.3,67,,,,,,,R66,10.2,47,121,58.91,118,69.49,70,52.15,,,,,,,2022
73,58,243,36.2,84.2,16,44.3,69,17.6,5.8,,,,,R67,7.6,49,146,65.36,95,53.43,,,,,,,,,2022
