DTronc,LTronc,DChar,LChar,DChar1,LChar1,DChar2,LChar2,DChar3,LChar3,DChar4,LChar4,DChar5,LChar5,NumRam,DRam,LRam,PFr1,DFr1,PFr2,DFr2,PFr3,DFr3,PFr4,DFr4,PFr5,DFr5,PFr6,DFr6,year
73,58,243,36.2,84.2,16,44.3,69,17.6,14,,,,,R68,8.7,61,143,60.69,82,48.35,94,52.6,111,55.98,74,49.55,53,42.22,2022
73,58,243,36.2,84.2,36,49.1,1,,,,,,,R69,14.7,106,154,64.18,146,61.42,109,54.82,,,,,,,2022
73,58,243,36.2,84.2,36,49.1,26,,,,,,,R70,5.7,35,134,61.91,,,,,,,,,,,2022
73,58,243,36.2,84.2,36,49.1,47.1,12.9,2.8,,,,,R71,9,76,128,62.32,120,58.52,118,57.92,111,58.62,70,51.65,117,57.29,2022
73,58,243,36.2,84.2,36,49.1,53.1,13.5,6,,,,,R72,6.4,86,111,58.8,123,58.22,107,56.6,93,55.03,100,56.33,,,2022
73,58,243,36.2,84.2,36,49.1,53.1,13.5,12.7,,,,,R73,9.7,60,77,56.81,92,52.75,139,62.18,123,61.19,,,,,2022
73,58,243,36.2,84.2,39,46.1,5,33.3,19.8,,,,,R74,8.5,52,137,61,133,62.64,158,67.08,119,61.57,,,,,2022
73,58,243,36.2,84.2,39,46.1,5,33.3,24.8,25.5,4.3,,,R75,7.7,37,,,,,,,,,,,,,2022
73,58,243,36.2,84.2,39,46.1,5,33.3,24.8,25.5,17.3,10.4,7,R76,8.8,46.7,135,63.34,126,63.3,145,66.12,,,,,,,2022
73,92,128,37.2,71.4,4,35.5,2.7,23.8,7.6,,,,,R77,4.5,22,82,52.75,,,,,,,,,,,2022
73,92,128,37.2,71.4,4,35.5,2.7,23.8,11.6,,,,,R78,7,65,126,60.08,,,,,,,,,,,2022
73,92,128,37.2,71.4,4,35.5,2.7,23.8,16.6,,,,,R79,6.1,49,208,71.29,138,60.15,,,,,,,,,2022
73,92,128,37.2,71.4,4,35.5,2.7,23.8,35.5,,,,,R80,8.8,39,,,,,,,,,,,,,2022
73,92,128,37.2,71.4,4,35.5,2.7,23.8,39,,,,,R81,6.9,46,93,55.97,140,65.52,142,64.08,,,,,,,2022
73,92,128,37.2,71.4,4,35.5,2.7,23.8,43,,,,,R82,9.5,69,137,63.17,,,,,,,,,,,2022
73,92,128,37.2,71.4,6,45,2.7,25.3,4.8,10.7,14.5,,,R83,5,33,,,,,,,,,,,,,2022
73,92,128,37.2,71.4,6,45,17.7,8.8,14.9,,,,,R84,4.9,40,114,61.82,92,53.08,,,,,,,,,2022
73,92,128,37.2,71.4,6,45,29.7,,,,,,,R85,6.1,51,115,59.37,131,62.85,,,,,,,,,2022
73,92,198,37.2,66.1,17,29,8,19.4,9,,,,,R86,8,84,120,61,120,60.81,105,59.63,72,49.67,80,55.17,,,2022
73,92,198,37.2,66.1,17,29,8,19.4,31,,,,,R87,9.2,70,93,53.73,162,67.25,53,42.51,,,,,,,2022
73,92,198,37.2,66.1,17,29,8,19.4,36,,,,,R88,10.4,84.5,196,67.42,153,66.81,,,,,,,,,2022
73,92,198,37.2,66.1,17,29,9,16.4,16.2,11.5,15.9,,,R89,4.9,33,108,57.57,163,63.86,,,,,,,,,2022
73,92,198,37.2,66.1,17,29,9,16.4,16.2,11.5,23.4,,,R90,5.5,49,150,61.58,,,,,,,,,,,2022
73,92,198,37.2,66.1,43,36.4,20,25.1,3,,,,,R91,9.5,76,130,61.6,123,62.14,135,61.84,94,55.06,,,,,2022
73,92,198,37.2,66.1,43,36.4,20,25.1,5,,,,,R92,9.7,83.7,151,62.57,134,61.16,,,,,,,,,2022
73,92,207,37.2,92,9,20.3,7,,,,,,,R93,8.2,70,153,65.57,128,62.1,,,,,,,,,2022
73,92,207,37.2,92,9,20.3,29,,,,,,,R94,8.3,83,146,63.52,156,68.35,185,70.55,94,57.01,126,60.52,136,64.62,2022
73,92,207,37.2,92,9,20.3,32.4,,,,,,,R95,9.3,90,82,51.37,84,54.89,186,70.71,56,63.23,154,64.26,119,62.02,2022
73,92,213,37.2,86.4,56,67.8,9,62.5,12,,,,,R96,13.2,108,108,58.01,126,62.22,180,66.72,133,59.43,163,63.9,118,55.29,2022
73,92,213,37.2,86.4,56,67.8,9,62.5,38,34.5,19,13,6,R97,8.2,53,114,59.75,93,53.33,160,62.81,172,66.23,,,,,2022
73,92,213,37.2,86.4,56,67.8,9,62.5,38,34.5,19,13,16,R98,5.7,42,103,50.68,145,64.15,61,48.07,,,,,,,2022
73,92,213,37.2,86.4,56,67.8,43,42.6,11,,,,,R99,7.4,52,,,,,,,,,,,,,2022
73,92,213,37.2,86.4,56,67.8,43,42.6,20,29.3,17,,,R100,9.8,93,175,69.51,162,67.9,131,53.6,,,,,,,2022
73,92,213,37.2,86.4,56,67.8,43,42.6,20,29.3,20,19.5,4,R101,10.5,88,157,69.28,160,69.28,57,46.79,144,61.84,126,59.2,,,2022
73,92,213,37.2,86.4,56,67.8,43,42.6,33,24.9,4,20.6,13.5,R102,6.4,63,87,54.7,76,49.17,,,,,,,,,2022
73,92,213,37.2,86.4,56,67.8,43,42.6,46,24.9,4,20.6,19.5,R103,7.1,70,167,67.73,149,67.55,181,66.95,,,,,,,2022
73,92,213,37.2,86.4,65,75.9,12,16.2,15,,,,,R104,7.1,67,129,62.48,154,65.8,137,63.48,,,,,,,2022
73,92,213,37.2,86.4,65,75.9,12,16.2,24,,,,,R105,7.4,66,115,60.83,161,66.65,97,58.05,,,,,,,2022
73,92,213,37.2,86.4,65,75.9,25,24.3,2,,,,,R106,5.8,43,198,72.09,127,61.83,96,55.54,,,,,,,2022
73,92,213,37.2,86.4,65,75.9,50,32.3,8,,,,,R107,13.7,106,139,61.79,34,40.15,61,38.82,58,55.33,155,66.69,112,55.74,2022
73,92,213,37.2,86.4,65,75.9,50,32.3,45,17.7,3,,,R108,9.8,88,180,70.4,155,67.44,105,59.15,63,47.37,,,,,2022
73,92,213,37.2,86.4,65,75.9,63,51.3,8,45.7,12,,,R109,10.3,82,93,56.22,48,40.44,60,44.91,,,,,,,2022
73,92,213,37.2,86.4,65,75.9,63,51.3,8,45.7,18,14.4,4.3,R110,7.3,76,170,65.27,102,58.59,150,66.35,,,,,,,2022
73,92,213,37.2,86.4,65,75.9,63,51.3,8,45.7,27.3,,,R111,7.1,59,114,57.09,150,64.21,130,62.07,,,,,,,2022
70,56,28.3,218,112.9,0,25.4,20,20.7,8,,,,,R1,6.9,64,114,59.88,116,61.32,104,58.86,,,,,,,2022
70,56,28.3,218,112.9,0,25.4,20,20.7,34,,,,,R2,7,63.5,95,51.7,150,64.25,59.93,62.2,,,,,,,2022
70,56,28.3,218,112.9,5,20.3,4,,,,,,,R3,6.6,63,118,51.7,,,,,,,,,,,2022
70,56,28.3,218,112.9,35,53.4,9,,,,,,,R4,5.2,25,42,42.06,48,43.68,,,,,,,,,2022
70,56,28.3,218,112.9,35,53.4,38,,,,,,,R5,9.7,62,231,74.05,123,60.59,152,62.28,91,52.89,106,54.59,,,2022
70,56,28.3,218,112.9,35,53.4,51,,,,,,,R6,10.9,84,159,66.4,130,63.32,105,56.65,115,60.83,91,51.85,160,66.74,2022
70,56,28.3,218,112.9,42,47.1,2,17,3,,,,,R7,9.4,87,135,63.98,174,66.89,188,74.65,114,59.45,127,62.24,112,58.62,2022
70,56,28.3,218,112.9,47,42.1,15.5,28.7,9.3,,,,,R8,6.5,48,147,66.16,101,54.7,133,64.16,,,,,,,2022
70,56,28.3,218,112.9,47,42.1,15.5,28.7,14.8,,,,,R9,7.6,60,140,64.39,87,53.24,172,66.04,103,57.73,,,,,2022
70,56,28.3,226,53.4,52,25.2,0,,,,,,,R10,6.6,50.8,110,60.57,158,62.21,117,60.22,,,,,,,2022
70,56,28.3,226,53.4,52,25.2,38,,,,,,,R11,8.7,75,186,67.6,127,59.43,106,50.4,167,68.15,,,,,2022
70,56,28.3,226,53.4,70,28.5,10,,,,,,,R12,9.8,48,97,57.2,153,63.52,205,73.98,,,,,,,2022
70,56,28.3,226,53.4,70,28.5,29,,,,,,,R13,8.2,53,154,63.86,151,54.37,190,71.71,161,68.37,191,70.79,,,2022
70,60,39,69,85.6,0,23.7,48,9.6,4,,,,,R14,5.3,45,164,67.85,145,61.82,,,,,,,,,2022
70,60,39,69,85.6,0,23.7,48,9.6,11,,,,,R15,4.7,20,98,55.5,102,59.07,,,,,,,,,2022
70,60,39,69,85.6,0,23.7,96,12.1,12,,,,,R16,6,42,135,59.2,76,48.22,90,56.94,,,,,,,2022
70,60,39,69,85.6,0,23.7,96,12.1,21.7,,,,,R17,6.1,57,110,55.11,146,64.74,,,,,,,,,2022
70,60,39,69,85.6,25,42.4,2,,,,,,,R18,8.9,65,,,,,,,,,,,,,2022
70,60,39,69,85.6,25,42.4,37,10.6,11,,,,,R19,5.4,41,134,64.54,184,67.34,,,,,,,,,2022
70,60,39,69,85.6,25,42.4,66,23.4,2,19,8.7,,,R20,8,63,153,68.29,72,50.08,111,58.33,,,,,,,2022
70,60,39,69,85.6,25,42.4,73,16.8,17.5,,,,,R21,6,43,124,61.6,140,64.53,131,63.68,118,60.6,,,,,2022
70,60,39,69,85.6,25,42.4,90,25.6,3,13.2,35.2,,,R22,5.3,41,156,59.91,106,59.36,155,67.78,,,,,,,2022
70,60,39,69,85.6,25,42.4,90,25.6,3,13.2,45.2,,,R23,6.4,35,108,59.21,155,65.06,,,,,,,,,2022
70,60,39,69,85.6,25,42.4,90,25.6,14,20.1,14.7,,,R24,7.3,60,154,67.36,140,61.94,129,60.89,,,,,,,2022
70,60,39,69,85.6,25,42.4,90,25.6,14,20.1,54.7,,,R25,10.5,73,178,66.63,157,66.91,100,53.22,95,52.12,105,56.27,,,2022
70,60,39,69,85.6,25,42.4,90,25.6,20,,,,,R26,10.9,80,197,71.36,149,67.17,67,47.8,,,,,,,2022
70,60,39,69,85.6,32,,,,,,,,,R27,11.2,93,92,51.48,153,65.35,115,60.09,,,,,,,2022
70,60,39,69,85.6,65,61,5,21.9,5.2,16.3,7,,,R28,8.6,61,107,57.92,143,67.42,186,70.45,106,59.73,,,,,2022
70,60,39,69,85.6,65,61,52,19.6,3.5,11.4,8,,,R29,7.4,63,142,60.15,164,67.56,180,70.15,,,,,,,2022
70,60,39,69,85.6,65,61,52,19.6,8,,,,,R30,9.8,60,,,,,,,,,,,,,2022
70,60,39,69,85.6,70,39,33,18.7,4,,,,,R31,6.3,45.5,145,64.54,89,52.97,,,,,,,,,2022
70,60,39,69,85.6,70,39,33,18.7,22,9.1,5,,,R32,6.8,51,75,48.47,156,62.17,141,63.6,,,,,,,2022
70,60,39,69,85.6,70,39,45,31.3,2.7,,,,,R33,14.6,82,139,65.49,108,62.05,177,72.23,115,61.98,,,,,2022
70,60,39,69,85.6,70,39,45,31.3,26.7,26.1,3.5,8.9,12.5,R34,4.8,21,163,66.66,,,,,,,,,,,2022
70,60,39,69,85.6,70,39,45,31.3,26.7,26.1,29.5,16.9,16,R35,7.7,35,159,69.75,147,58.38,,,,,,,,,2022
70,60,39,69,85.6,70,39,45,31.3,26.7,26.1,29.5,16.9,18.8,R36,7,46.5,96,56.35,182,70.43,195,66.12,,,,,,,2022
70,60,39,69,85.6,70,39,45,31.3,26.7,26.1,38.5,16.4,3,R37,9.8,60,179,70.11,162,77.05,146,53.55,131,58.91,,,,,2022
70,58,31,101,63,3,25.2,7,16.6,8,13.6,29,9.6,4,R38,4.5,20,141,62.61,116,58.12,,,,,,,,,2022
70,58,31,131,30,6,15.5,19.5,,,,,,,R39,7.1,56,152,65.92,114,59.18,,,,,,,,,2022
70,58,31,131,30,6,15.5,44,,,,,,,R40,6.6,78,92,54.05,139,65.5,114,59.91,116,62.86,,,,,2022
70,58,31,131,30,6,15.5,61,,,,,,,R41,4.4,29,100,55.25,112,52.79,,,,,,,,,2022
70,58,31,131,30,6,15.5,73,,,,,,,R42,4.3,21,101,52.36,,,,,,,,,,,2022
70,58,31,131,30,6,15.5,80,,,,,,,R43,5.6,36,156,66.07,195,70.18,,,,,,,,,2022
70,58,31,131,30,10,29.8,5,24,24,,,,,R44,6.7,41,117,57.8,77,56.53,,,,,,,,,2022
70,58,31,131,30,10,29.8,5,24,38.5,12.7,15.2,9.2,3,R45,5.7,30,126,61.45,74,50.53,158,66.26,156,66.52,,,,,2022
70,58,31,131,30,10,29.8,24,19.1,48,,,,,R46,6.5,60,147,60.21,177,67.8,166,69.18,135,60.22,206,74.7,,,2022
70,58,31,201,66,65,49.1,17,40,6.4,,,,,R47,11.6,81,105,56.17,136,59.36,144,59.98,59,50.35,133,64.87,,,2022
70,58,31,201,66,65,49.1,21,22.6,13.5,,,,,R48,6.5,36,151,64.61,98,59.39,,,,,,,,,2022
70,58,31,201,66,65,49.1,21,22.6,39.5,,,,,R49,6.2,38,61,42.26,142,64.25,104,54.42,,,,,,,2022
70,58,31,201,66,65,49.1,21,22.6,56.5,,,,,R50,5.9,38,113,57.36,100,57.86,125,60.82,,,,,,,2022
70,58,31,201,66,72,44,7,,,,,,,R51,9.4,87,88,57.03,187,66.75,145,61.25,189,70.51,159,64.54,,,2022
70,58,31,201,66,72,44,8,42,4.5,13.9,4,,,R52,9.9,92,164,62.04,181,62.8,123,61.21,140,60.91,131,62.99,124,62.26,2022
70,58,31,201,66,72,44,8,42,6.5,23.1,12,14.9,5,R53,13.6,86,33,41.81,147,66.11,98,51.67,137,62.58,156,66.85,,,2022
70,58,31,201,66,72,44,34,15.7,11,12.8,9,,,R54,11.5,45,105,54.24,156,68.13,107,57.66,,,,,,,2022
70,58,31,201,66,72,44,34,15.7,11,12.8,12,,,R55,5.8,48,142,61.19,145,66.7,,,,,,,,,2022
70,55,37,78,23,5,,,,,,,,,R56,8.6,70,103,56.21,113,58.74,,,,,,,,,2022
70,55,37,78,23,5,17.6,3,,,,,,,R57,5.5,53,84,53.54,,,,,,,,,,,2022
70,55,37,136,19.4,9,14.1,2.5,,,,,,,R58,4.6,20,147,61.55,,,,,,,,,,,2022
70,55,37,136,19.4,9,14.1,7.3,,,,,,,R59,6.4,36,150,65.81,,,,,,,,,,,2022
70,55,37,168,71.2,3,,,,,,,,,R60,6.2,61,120,60.58,131,62.1,,,,,,,,,2022
70,55,37,168,71.2,11,12,7,,,,,,,R61,5.8,22,143,66.16,,,,,,,,,,,2022
70,55,37,168,71.2,14,46,52,16,15,,,,,R62,6,30,143,62.4,,,,,,,,,,,2022
70,55,37,168,71.2,14,46,52,16,40,,,,,R63,6.3,55,195,73.76,162,67.62,187,72.17,143,63.8,,,,,2022
70,55,37,203,71.3,14,31.2,25,,,,,,,R64,5.7,32,140,62.5,,,,,,,,,,,2022
70,55,37,203,71.3,14,31.2,35,,,,,,,R65,5.6,47,156,66.27,,,,,,,,,,,2022
70,55,37,203,71.3,14,31.2,48,12.6,8,,,,,R66,9.1,89,176,68.68,174,69.44,130,64.07,126,62.65,145,63.87,,,2022
70,55,37,203,71.3,52,,,,,,,,,R67,7.2,56,149,66.24,150,66.62,135,60.89,,,,,,,2022
70,55,37,203,71.3,74,35,9,25.1,27,,,,,R68,7.5,50,125,56.58,110,58.43,55,47.4,132,63.85,,,,,2022
70,55,37,203,71.3,74,35,9,25.1,42,,,,,R69,6.5,49,145,64.35,154,67.26,173,67.4,,,,,,,2022
70,55,37,203,71.3,74,35,15,18.3,3,,,,,R70,9.4,77,151,65.1,,,,,,,,,,,2022
70,55,37,203,71.3,74,35,18,36.6,4,22,18,,,R71,7.4,65,183,65.31,131,65.89,153,62.88,,,,,,,2022
70,55,37,211,58.4,7,48.7,11,23.6,19,15.4,33.2,,,R72,6.1,43,86,51.52,88,59.11,103,59.96,,,,,,,2022
70,55,37,211,58.4,7,48.7,19,,,,,,,R73,7.1,48,160,63.05,143,65.95,,,,,,,,,2022
70,55,37,211,58.4,7,48.7,27,25.3,17,,,,,R74,6.2,38,227,72.3,,,,,,,,,,,2022
70,55,37,211,58.4,7,48.7,83,34.5,10,30.5,17,,,R75,6.3,49,48,42.63,118,59.71,55,43.67,,,,,,,2022
70,55,37,211,58.4,7,48.7,83,34.5,10,30.5,27,,,R76,11,67,148,64.05,105,58.37,99,56.92,,,,,,,2022
70,55,37,211,58.4,7,48.7,83,34.5,10,30.5,34,,,R77,8.5,75,160,65.8,86,51.63,50,43.24,76,50.34,,,,,2022
70,55,37,211,58.4,7,48.7,83,34.5,19,,,,,R78,7.1,40,117,63.57,130,59.05,,,,,,,,,2022
70,55,37,211,58.4,7,48.7,83,34.5,23,14.2,14,,,R79,7.1,62,106,55.46,145,64.94,146,65.33,,,,,,,2022
75,60,41,103,38,5,17.3,4,,,,,,,R1,7.1,66,183,70.69,157,61.25,157,65.39,,,,,,,2022
75,60,41,103,38,65,17.9,12,12.3,14,,,,,R2,6.4,43,169,67.22,173,68.25,,,,,,,,,2022
75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,7.9,,,R3,6.9,53,114,58.6,111,59.23,,,,,,,,,2022
75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,8.9,25.6,2.5,R4,6.2,34,192,68.18,157,65.77,,,,,,,,,2022
75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,13.7,,,R5,10,76,65,49.07,159,66.83,105,57.13,207,69.94,,,,,2022
75,60,41,110,85.4,45,103.9,15,48.5,8,31.4,16.7,,,R6,7.1,52,176,64.85,156,63.73,74,52.59,,,,,,,2022
75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,18,,,R7,5.8,41,80,54.56,96,50.83,145,64.01,,,,,,,2022
75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,23,,,R8,6.7,35,190,73.06,74,53.1,110,59.75,146,67.35,,,,,2022
75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,41.5,,,R9,6.3,36,135,62.02,,,,,,,,,,,2022
75,60,41,110,85.4,45,103.9,20,48.1,0,20.1,52.7,,,R10,5.2,23,160,65.97,140,61.47,,,,,,,,,2022
75,60,41,110,85.4,45,103.9,20,48.1,54,67.6,4,50.2,24,R11,9.9,50,193,70.34,192,72.96,,,,,,,,,2022
75,60,41,110,85.4,45,103.9,20,48.1,54,67.6,4,50.2,37,R12,9.6,82,192,73.35,138,64.19,92,56.24,150,67.14,172,66.64,,,2022
75,60,41,117,79.1,8,12.2,6,,,,,,,R13,8,99,206,74.71,191,69.93,174,66.18,,,,,,,2022
75,60,41,117,79.1,15,,,,,,,,,R14,4.2,38,96,52.85,,,,,,,,,,,2022
75,60,41,117,79.1,29,24.8,13.2,14.4,4,,,,,R15,5.7,25,126,61.83,169,64.66,,,,,,,,,2022
75,60,41,117,79.1,29,24.8,13.2,14.4,25,,,,,R16,5.5,48,63,46.92,173,66.99,,,,,,,,,2022
75,60,41,117,79.1,50,25.2,21.2,,,,,,,R17,7.3,29,174,70.13,142,62.96,,,,,,,,,2022
75,60,41,117,79.1,50,25.2,35.2,11,3,,,,,R18,7.5,56,176,66.44,78,51.05,39,42.49,,,,,,,2022
75,60,41,117,79.1,50,25.2,57.2,11.2,2.8,9.3,3,,,R19,7.3,40,122,61.61,115,59.16,,,,,,,,,2022
75,60,41,117,79.1,50,25.2,63.2,15,16,,,,,R20,7.1,55,197,73.46,133,60.42,138,61.49,133,62.28,,,,,2022
75,60,41,117,79.1,105,23.5,19,,,,,,,R21,7.5,32,171,68.36,145,61.82,130,60.8,,,,,,,2022
75,60,41,117,79.1,105,23.5,23,12,7,,,,,R22,4.9,20,,,,,,,,,,,,,2022
75,60,41,117,79.1,105,23.5,23,12,10,,,,,R23,7.8,49,153,64.77,142,61.17,191,75.15,,,,,,,2022
75,60,41,146,67,32,66.1,10,31.6,6,,,,,R24,6.2,21,260,77.67,250,76.5,226,74.95,,,,,,,2022
75,60,41,146,67,32,66.1,10,31.6,13,,,,,R25,8.4,66,117,61.89,196,73.95,196,73.54,162,67.2,,,,,2022
75,60,41,146,67,32,66.1,34,37.7,19,22.2,6.3,,,R26,6.7,30,224,73.32,,,,,,,,,,,2022
75,60,41,146,67,32,66.1,34,37.7,19,22.2,22,,,R27,7.3,56,209,69.13,168,66.51,79,51.71,,,,,,,2022
75,62,32,200,71.8,5,51.6,15,40.2,25,25.7,7,,,R28,5.6,22,156,61.06,147,64.81,,,,,,,,,2022
75,62,32,200,71.8,5,51.6,15,40.2,25,25.7,14,14.4,16,R29,6.1,51,189,72.43,166,67.89,186,70.04,186,68.63,173,65.78,,,2022
75,62,32,200,71.8,17,31.4,27,30.6,3,,,,,R30,6.9,53,115,60.97,147,67.01,192,71.63,,,,,,,2022
75,62,32,200,71.8,17,31.4,32,20.8,21,,,,,R31,7.1,42,213,71.27,194,70.45,167,66.24,,,,,,,2022
75,48,43,135,78.6,6,50.4,8,,,,,,,R32,6.6,80,,,,,,,,,,,,,2022
75,48,43,135,78.6,6,50.4,28,20.8,9,17.6,15.2,,,R33,4.6,22,165,67.28,,,,,,,,,,,2022
75,48,43,135,78.6,6,50.4,28,20.8,9,17.6,47.4,,,R34,5.9,30,190,61.4,173,64.05,,,,,,,,,2022
75,48,43,135,78.6,6,50.4,28,20.8,9,17.6,49.4,,,R35,6.1,27,169,68.24,,,,,,,,,,,2022
75,48,43,135,78.6,23,24.2,11,,,,,,,R36,6.7,80,159,64.88,154,64.68,193,70.1,,,,,,,2022
75,48,43,135,78.6,54,25.2,4,20.4,29,,,,,R37,5.8,42,223,73.04,103,57.09,,,,,,,,,2022
75,48,43,135,78.6,54,25.2,4,20.4,59,,,,,R38,6.6,53,147,57.25,125,56.53,,,,,,,,,2022
75,48,43,135,78.6,54,25.2,4,20.4,65.2,,,,,R39,7,92,174,68.44,,,,,,,,,,,2022
75,48,43,175,73.1,7,28.2,3,23.1,7.5,12.3,18,,,R40,7,40,,,,,,,,,,,,,2022
75,48,43,175,73.1,7,28.2,3,23.1,7.5,12.3,30.5,,,R41,4.8,33,161,61.01,,,,,,,,,,,2022
75,48,43,175,73.1,7,28.2,3,23.1,8,,,,,R42,6.6,39,144,59.63,126,59.58,,,,,,,,,2022
75,48,43,175,73.1,49,46.4,1.5,,,,,,,R43,7.4,58,138,62.25,157,66.27,,,,,,,,,2022
75,48,43,175,73.1,49,46.4,33.5,,,,,,,R44,5.9,24,131,65.52,196,67.91,,,,,,,,,2022
75,48,43,175,73.1,49,46.4,58.5,,,,,,,R45,6,30,156,64.92,134,60.64,,,,,,,,,2022
75,48,43,175,73.1,49,46.4,65.5,21,8,,,,,R46,5.3,20,125,66.3,178,66.11,,,,,,,,,2022
75,48,43,175,73.1,49,46.4,65.5,21,29.5,,,,,R47,7.2,35,182,71.46,131,60.59,197,69.89,,,,,,,2022
75,48,43,175,73.1,49,46.4,65.5,21,39.5,,,,,R48,7.8,33,147,61.38,140,61.69,,,,,,,,,2022
75,48,43,175,73.1,49,46.4,65.5,21,46.8,,,,,R49,6.5,51,196,70.11,70,48.91,192,71.83,127,60.25,,,,,2022
75,48,43,175,73.1,49,46.4,65.5,21,48.8,,,,,R50,9,58,121,59.81,,,,,,,,,,,2022
75,48,43,175,73.1,57,23,40,26.9,7,16.7,1.3,,,R51,12.5,97,121,59.9,,,,,,,,,,,2022
75,48,43,175,73.1,57,23,51,17.6,0,,,,,R52,5.8,25,231,75.94,,,,,,,,,,,2022
75,48,43,175,73.1,57,23,51,17.6,3,11.9,12.4,,,R53,4.8,27,187,70.39,,,,,,,,,,,2022
75,48,43,175,73.1,57,23,51,17.6,3,11.9,18.4,,,R54,6.4,41,145,64.27,129,64.16,,,,,,,,,2022
75,48,43,175,73.1,57,23,85.5,22.4,27,,,,,R55,6.1,32,154,66.56,171,68.67,,,,,,,,,2022
75,48,43,175,73.1,57,23,85.5,22.4,29,,,,,R56,6.4,34,123,63.72,166,69.49,,,,,,,,,2022
75,48,43,175,73.1,57,23,85.5,22.4,33.5,,,,,R57,7.3,43,,,,,,,,,,,,,2022
75,48,43,206,228.7,35.3,86.3,35,44.1,13,37.5,6,13.5,4,R58,7.6,83,148,61.43,154,67.24,112,60.23,138,61.03,,,,,2022
75,48,43,206,228.7,35.3,86.3,35,44.1,32,,,,,R59,13.3,91,137,62.61,102,54.81,135,63.8,68,49.72,130,58.95,,,2022
75,48,43,206,228.7,35.3,86.3,35,44.1,42,26.1,12,,,R60,10.2,53,132,62.42,135,63.93,172,68.38,142,63.65,,,,,2022
75,48,43,206,228.7,35.3,86.3,35,44.1,42,26.1,21,,,R61,7.5,52,100,55.35,153,67.26,,,,,,,,,2022
75,48,43,206,228.7,35.3,86.3,35,44.1,42,26.1,25,,,R62,10.7,83,158,66.48,127,58.31,87,54.56,155,64.71,147,63.75,97,56.45,2022
75,48,43,206,228.7,35.3,86.3,54,40.6,17,,,,,R63,8.2,61,,,,,,,,,,,,,2022
75,48,43,206,228.7,35.3,86.3,54,40.6,23,,,,,R64,7.3,62,153,62.97,148,62.58,118,65.76,,,,,,,2022
75,48,43,206,228.7,35.3,86.3,54,40.6,34.2,,,,,R65,13.2,94,162,66.13,100,56.2,,,,,,,,,2022
75,48,43,206,228.7,35.3,86.3,54,40.6,37.2,,,,,R66,7,46,114,70.58,103,58.83,,,,,,,,,2022
75,48,43,206,228.7,35.3,86.3,54,40.6,46.2,,,,,R67,9.8,63,138,63.12,,,,,,,,,,,2022
75,48,43,206,228.7,41.3,43.2,19,27.7,13.5,,,,,R68,7.6,50,211,69.37,171,69.75,,,,,,,,,2022
75,48,43,206,228.7,41.3,43.2,39,,,,,,,R69,7.6,77,123,68.73,155,66.61,,,,,,,,,2022
75,48,43,206,228.7,41.3,43.2,54,,,,,,,R70,7.6,45,114,66.39,85,57.47,131,61.97,,,,,,,2022
75,48,43,206,228.7,41.3,43.2,67,,,,,,,R71,8.2,61,165,62.99,198,71.56,144,57.77,132,59.21,104,55.2,116,59.53,2022
75,48,43,206,228.7,41.3,43.2,81,,,,,,,R72,9.5,96,137,60.7,164,63.67,193,71.06,129,61.09,,,,,2022
75,48,43,206,228.7,50.3,67.3,6,15.5,2,,,,,R73,10,67,113,52.33,150,66.39,153,64.29,,,,,,,2022
75,48,43,224,95.8,28,39,18.3,25.5,9,17.9,33,,,R74,7,51,185,67.85,111,59.81,,,,,,,,,2022
75,48,43,224,95.8,28,39,18.3,25.5,9,17.9,43.5,,,R75,10.6,54,244,73.48,160,66.54,78,55.31,,,,,,,2022
75,48,43,224,95.8,28,39,18.3,25.5,21,,,,,R76,5.7,41,172,69.86,87,52.42,57,47.25,,,,,,,2022
73,50,39,80,29.3,5,18.4,9,,,,,,,R1,5.4,44,94,56.17,,,,,,,,,,,2022
73,50,39,80,29.3,5,18.4,12.7,10.9,4.2,,,,,R2,5.9,50,104,54.67,,,,,,,,,,,2022
73,50,39,80,29.3,5,18.4,12.7,10.9,17.2,,,,,R3,8.4,32,165,65.49,145,65.45,,,,,,,,,2022
73,50,39,105,27.7,14,13.5,16,,,,,,,R4,5.4,26,,,,,,,,,,,,,2022
73,50,39,117,93.8,14,21.2,23,,,,,,,R5,3.6,20,112,60.71,,,,,,,,,,,2022
73,50,39,117,93.8,14,21.2,91,,,,,,,R6,5.1,42,137,63.41,,,,,,,,,,,2022
73,50,39,117,93.8,14,21.2,117,,,,,,,R7,8.9,67,117,61.63,196,62.52,166,67.65,199,70.52,,,,,2022
73,50,39,117,93.8,14,21.2,127,,,,,,,R8,5.2,23,126,63.06,,,,,,,,,,,2022
73,50,39,117,93.8,51.2,17.6,2,,,,,,,R9,6,50,,,,,,,,,,,,,2022
73,50,39,117,93.8,76.4,18.7,7.3,,,,,,,R10,5.2,51,157,66.1,,,,,,,,,,,2022
73,50,39,117,93.8,76.4,18.7,12.3,11.1,2.4,,,,,R11,6.6,33,154,68.81,177,70.04,,,,,,,,,2022
